"","Region","Modification","Frequency","axisGroup","Expression","SampleGenes"
"302","Gene40","H3K36me3",44.4444444444444,40,"Low Expression","clusteredNLRs_Leaf"
"303","Gene40","H3K27ac",27.7777777777778,40,"Low Expression","clusteredNLRs_Leaf"
"304","Gene40","H4K5ac",16.6666666666667,40,"Low Expression","clusteredNLRs_Leaf"
"305","Gene40","H4K8ac",16.6666666666667,40,"Low Expression","clusteredNLRs_Leaf"
"306","Gene40","H3-1",38.8888888888889,40,"Low Expression","clusteredNLRs_Leaf"
"307","Gene40","H3K9ac",33.3333333333333,40,"Low Expression","clusteredNLRs_Leaf"
"308","Gene40","H4K12ac",16.6666666666667,40,"Low Expression","clusteredNLRs_Leaf"
"309","Gene40","H3K27me1",33.3333333333333,40,"Low Expression","clusteredNLRs_Leaf"
"310","Gene40","H4K16ac",22.2222222222222,40,"Low Expression","clusteredNLRs_Leaf"
"311","Gene40","H3K14ac",22.2222222222222,40,"Low Expression","clusteredNLRs_Leaf"
"312","Gene40","H2A",27.7777777777778,40,"Low Expression","clusteredNLRs_Leaf"
"313","Gene40","H3",22.2222222222222,40,"Low Expression","clusteredNLRs_Leaf"
"314","Gene40","H2A-X",16.6666666666667,40,"Low Expression","clusteredNLRs_Leaf"
"315","Gene40","H3K18ac",5.55555555555556,40,"Low Expression","clusteredNLRs_Leaf"
"316","Gene60","H3-3",44.4444444444444,60,"Low Expression","clusteredNLRs_Leaf"
"317","Gene60","H3K9me2",11.1111111111111,60,"Low Expression","clusteredNLRs_Leaf"
"318","Gene60","H3K27me3",5.55555555555556,60,"Low Expression","clusteredNLRs_Leaf"
"319","Gene60","H2A-Z",27.7777777777778,60,"Low Expression","clusteredNLRs_Leaf"
"320","Gene60","H2AK121ub",16.6666666666667,60,"Low Expression","clusteredNLRs_Leaf"
"321","Gene60","H3ac",0,60,"Low Expression","clusteredNLRs_Leaf"
"322","Gene60","H3K4me3",33.3333333333333,60,"Low Expression","clusteredNLRs_Leaf"
"323","Gene60","H3K36me3",33.3333333333333,60,"Low Expression","clusteredNLRs_Leaf"
"324","Gene60","H3K27ac",11.1111111111111,60,"Low Expression","clusteredNLRs_Leaf"
"325","Gene60","H4K5ac",5.55555555555556,60,"Low Expression","clusteredNLRs_Leaf"
"326","Gene60","H4K8ac",11.1111111111111,60,"Low Expression","clusteredNLRs_Leaf"
"327","Gene60","H3-1",33.3333333333333,60,"Low Expression","clusteredNLRs_Leaf"
"328","Gene60","H3K9ac",22.2222222222222,60,"Low Expression","clusteredNLRs_Leaf"
"329","Gene60","H4K12ac",11.1111111111111,60,"Low Expression","clusteredNLRs_Leaf"
"330","Gene60","H3K27me1",22.2222222222222,60,"Low Expression","clusteredNLRs_Leaf"
"331","Gene60","H4K16ac",22.2222222222222,60,"Low Expression","clusteredNLRs_Leaf"
"332","Gene60","H3K14ac",22.2222222222222,60,"Low Expression","clusteredNLRs_Leaf"
"333","Gene60","H2A",27.7777777777778,60,"Low Expression","clusteredNLRs_Leaf"
"334","Gene60","H3",11.1111111111111,60,"Low Expression","clusteredNLRs_Leaf"
"335","Gene60","H2A-X",11.1111111111111,60,"Low Expression","clusteredNLRs_Leaf"
"336","Gene60","H3K18ac",5.55555555555556,60,"Low Expression","clusteredNLRs_Leaf"
"337","Gene80","H3-3",55.5555555555556,80,"Low Expression","clusteredNLRs_Leaf"
"338","Gene80","H3K9me2",5.55555555555556,80,"Low Expression","clusteredNLRs_Leaf"
"339","Gene80","H3K27me3",11.1111111111111,80,"Low Expression","clusteredNLRs_Leaf"
"340","Gene80","H2A-Z",38.8888888888889,80,"Low Expression","clusteredNLRs_Leaf"
"341","Gene80","H2AK121ub",16.6666666666667,80,"Low Expression","clusteredNLRs_Leaf"
"342","Gene80","H3ac",0,80,"Low Expression","clusteredNLRs_Leaf"
"343","Gene80","H3K4me3",27.7777777777778,80,"Low Expression","clusteredNLRs_Leaf"
"344","Gene80","H3K36me3",22.2222222222222,80,"Low Expression","clusteredNLRs_Leaf"
"345","Gene80","H3K27ac",16.6666666666667,80,"Low Expression","clusteredNLRs_Leaf"
"346","Gene80","H4K5ac",5.55555555555556,80,"Low Expression","clusteredNLRs_Leaf"
"347","Gene80","H4K8ac",16.6666666666667,80,"Low Expression","clusteredNLRs_Leaf"
"348","Gene80","H3-1",16.6666666666667,80,"Low Expression","clusteredNLRs_Leaf"
"349","Gene80","H3K9ac",27.7777777777778,80,"Low Expression","clusteredNLRs_Leaf"
"350","Gene80","H4K12ac",11.1111111111111,80,"Low Expression","clusteredNLRs_Leaf"
"351","Gene80","H3K27me1",22.2222222222222,80,"Low Expression","clusteredNLRs_Leaf"
"352","Gene80","H4K16ac",22.2222222222222,80,"Low Expression","clusteredNLRs_Leaf"
"353","Gene80","H3K14ac",22.2222222222222,80,"Low Expression","clusteredNLRs_Leaf"
"354","Gene80","H2A",33.3333333333333,80,"Low Expression","clusteredNLRs_Leaf"
"355","Gene80","H3",5.55555555555556,80,"Low Expression","clusteredNLRs_Leaf"
"356","Gene80","H2A-X",5.55555555555556,80,"Low Expression","clusteredNLRs_Leaf"
"357","Gene80","H3K18ac",5.55555555555556,80,"Low Expression","clusteredNLRs_Leaf"
"358","Gene100","H3-3",50,100,"Low Expression","clusteredNLRs_Leaf"
"359","Gene100","H3K9me2",5.55555555555556,100,"Low Expression","clusteredNLRs_Leaf"
"360","Gene100","H3K27me3",5.55555555555556,100,"Low Expression","clusteredNLRs_Leaf"
"361","Gene100","H2A-Z",44.4444444444444,100,"Low Expression","clusteredNLRs_Leaf"
"362","Gene100","H2AK121ub",11.1111111111111,100,"Low Expression","clusteredNLRs_Leaf"
"363","Gene100","H3ac",0,100,"Low Expression","clusteredNLRs_Leaf"
"364","Gene100","H3K4me3",22.2222222222222,100,"Low Expression","clusteredNLRs_Leaf"
"365","Gene100","H3K36me3",11.1111111111111,100,"Low Expression","clusteredNLRs_Leaf"
"366","Gene100","H3K27ac",16.6666666666667,100,"Low Expression","clusteredNLRs_Leaf"
"367","Gene100","H4K5ac",16.6666666666667,100,"Low Expression","clusteredNLRs_Leaf"
"368","Gene100","H4K8ac",22.2222222222222,100,"Low Expression","clusteredNLRs_Leaf"
"369","Gene100","H3-1",5.55555555555556,100,"Low Expression","clusteredNLRs_Leaf"
"370","Gene100","H3K9ac",38.8888888888889,100,"Low Expression","clusteredNLRs_Leaf"
"371","Gene100","H4K12ac",22.2222222222222,100,"Low Expression","clusteredNLRs_Leaf"
"372","Gene100","H3K27me1",16.6666666666667,100,"Low Expression","clusteredNLRs_Leaf"
"373","Gene100","H4K16ac",22.2222222222222,100,"Low Expression","clusteredNLRs_Leaf"
"374","Gene100","H3K14ac",22.2222222222222,100,"Low Expression","clusteredNLRs_Leaf"
"375","Gene100","H2A",27.7777777777778,100,"Low Expression","clusteredNLRs_Leaf"
"376","Gene100","H3",0,100,"Low Expression","clusteredNLRs_Leaf"
"377","Gene100","H2A-X",0,100,"Low Expression","clusteredNLRs_Leaf"
"378","Gene100","H3K18ac",5.55555555555556,100,"Low Expression","clusteredNLRs_Leaf"
"379","Downstream","H3-3",38.8888888888889,120,"Low Expression","clusteredNLRs_Leaf"
"380","Downstream","H3K9me2",5.55555555555556,120,"Low Expression","clusteredNLRs_Leaf"
"381","Downstream","H3K27me3",5.55555555555556,120,"Low Expression","clusteredNLRs_Leaf"
"382","Downstream","H2A-Z",33.3333333333333,120,"Low Expression","clusteredNLRs_Leaf"
"383","Downstream","H2AK121ub",5.55555555555556,120,"Low Expression","clusteredNLRs_Leaf"
"384","Downstream","H3ac",0,120,"Low Expression","clusteredNLRs_Leaf"
"385","Downstream","H3K4me3",11.1111111111111,120,"Low Expression","clusteredNLRs_Leaf"
"386","Downstream","H3K36me3",5.55555555555556,120,"Low Expression","clusteredNLRs_Leaf"
"387","Downstream","H3K27ac",11.1111111111111,120,"Low Expression","clusteredNLRs_Leaf"
"388","Downstream","H4K5ac",11.1111111111111,120,"Low Expression","clusteredNLRs_Leaf"
"389","Downstream","H4K8ac",11.1111111111111,120,"Low Expression","clusteredNLRs_Leaf"
"390","Downstream","H3-1",11.1111111111111,120,"Low Expression","clusteredNLRs_Leaf"
"391","Downstream","H3K9ac",16.6666666666667,120,"Low Expression","clusteredNLRs_Leaf"
"392","Downstream","H4K12ac",11.1111111111111,120,"Low Expression","clusteredNLRs_Leaf"
"393","Downstream","H3K27me1",11.1111111111111,120,"Low Expression","clusteredNLRs_Leaf"
"394","Downstream","H4K16ac",22.2222222222222,120,"Low Expression","clusteredNLRs_Leaf"
"395","Downstream","H3K14ac",11.1111111111111,120,"Low Expression","clusteredNLRs_Leaf"
"396","Downstream","H2A",0,120,"Low Expression","clusteredNLRs_Leaf"
"397","Downstream","H3",5.55555555555556,120,"Low Expression","clusteredNLRs_Leaf"
"398","Downstream","H2A-X",0,120,"Low Expression","clusteredNLRs_Leaf"
"399","Downstream","H3K18ac",5.55555555555556,120,"Low Expression","clusteredNLRs_Leaf"
"400","DownstreamIntergenic","H3-3",27.7777777777778,140,"Low Expression","clusteredNLRs_Leaf"
"401","DownstreamIntergenic","H3K9me2",11.1111111111111,140,"Low Expression","clusteredNLRs_Leaf"
"402","DownstreamIntergenic","H3K27me3",5.55555555555556,140,"Low Expression","clusteredNLRs_Leaf"
"403","DownstreamIntergenic","H2A-Z",27.7777777777778,140,"Low Expression","clusteredNLRs_Leaf"
"404","DownstreamIntergenic","H2AK121ub",16.6666666666667,140,"Low Expression","clusteredNLRs_Leaf"
"405","DownstreamIntergenic","H3ac",0,140,"Low Expression","clusteredNLRs_Leaf"
"406","DownstreamIntergenic","H3K4me3",22.2222222222222,140,"Low Expression","clusteredNLRs_Leaf"
"407","DownstreamIntergenic","H3K36me3",5.55555555555556,140,"Low Expression","clusteredNLRs_Leaf"
"408","DownstreamIntergenic","H3K27ac",0,140,"Low Expression","clusteredNLRs_Leaf"
"409","DownstreamIntergenic","H4K5ac",11.1111111111111,140,"Low Expression","clusteredNLRs_Leaf"
"410","DownstreamIntergenic","H4K8ac",5.55555555555556,140,"Low Expression","clusteredNLRs_Leaf"
"411","DownstreamIntergenic","H3-1",22.2222222222222,140,"Low Expression","clusteredNLRs_Leaf"
"412","DownstreamIntergenic","H3K9ac",11.1111111111111,140,"Low Expression","clusteredNLRs_Leaf"
"413","DownstreamIntergenic","H4K12ac",0,140,"Low Expression","clusteredNLRs_Leaf"
"414","DownstreamIntergenic","H3K27me1",16.6666666666667,140,"Low Expression","clusteredNLRs_Leaf"
"415","DownstreamIntergenic","H4K16ac",5.55555555555556,140,"Low Expression","clusteredNLRs_Leaf"
"416","DownstreamIntergenic","H3K14ac",5.55555555555556,140,"Low Expression","clusteredNLRs_Leaf"
"417","DownstreamIntergenic","H2A",11.1111111111111,140,"Low Expression","clusteredNLRs_Leaf"
"418","DownstreamIntergenic","H3",11.1111111111111,140,"Low Expression","clusteredNLRs_Leaf"
"419","DownstreamIntergenic","H2A-X",5.55555555555556,140,"Low Expression","clusteredNLRs_Leaf"
"420","DownstreamIntergenic","H3K18ac",0,140,"Low Expression","clusteredNLRs_Leaf"
"421","UpstreamIntergenic","H3-3",0,-60,"Intermediate Expression","clusteredNLRs_Leaf"
"422","UpstreamIntergenic","H3K9me2",0,-60,"Intermediate Expression","clusteredNLRs_Leaf"
"423","UpstreamIntergenic","H3K27me3",0,-60,"Intermediate Expression","clusteredNLRs_Leaf"
"424","UpstreamIntergenic","H2A-Z",0,-60,"Intermediate Expression","clusteredNLRs_Leaf"
"425","UpstreamIntergenic","H2AK121ub",0,-60,"Intermediate Expression","clusteredNLRs_Leaf"
"426","UpstreamIntergenic","H3ac",0,-60,"Intermediate Expression","clusteredNLRs_Leaf"
"427","UpstreamIntergenic","H3K4me3",0,-60,"Intermediate Expression","clusteredNLRs_Leaf"
"428","UpstreamIntergenic","H3K36me3",0,-60,"Intermediate Expression","clusteredNLRs_Leaf"
"429","UpstreamIntergenic","H3K27ac",0,-60,"Intermediate Expression","clusteredNLRs_Leaf"
"430","UpstreamIntergenic","H4K5ac",0,-60,"Intermediate Expression","clusteredNLRs_Leaf"
"431","UpstreamIntergenic","H4K8ac",0,-60,"Intermediate Expression","clusteredNLRs_Leaf"
"432","UpstreamIntergenic","H3-1",0,-60,"Intermediate Expression","clusteredNLRs_Leaf"
"433","UpstreamIntergenic","H3K9ac",0,-60,"Intermediate Expression","clusteredNLRs_Leaf"
"434","UpstreamIntergenic","H4K12ac",0,-60,"Intermediate Expression","clusteredNLRs_Leaf"
"435","UpstreamIntergenic","H3K27me1",0,-60,"Intermediate Expression","clusteredNLRs_Leaf"
"436","UpstreamIntergenic","H4K16ac",0,-60,"Intermediate Expression","clusteredNLRs_Leaf"
"437","UpstreamIntergenic","H3K14ac",0,-60,"Intermediate Expression","clusteredNLRs_Leaf"
"438","UpstreamIntergenic","H2A",0,-60,"Intermediate Expression","clusteredNLRs_Leaf"
"439","UpstreamIntergenic","H3",0,-60,"Intermediate Expression","clusteredNLRs_Leaf"
"440","UpstreamIntergenic","H2A-X",0,-60,"Intermediate Expression","clusteredNLRs_Leaf"
"441","UpstreamIntergenic","H3K18ac",0,-60,"Intermediate Expression","clusteredNLRs_Leaf"
"442","Promotor1000","H3-3",0,-40,"Intermediate Expression","clusteredNLRs_Leaf"
"443","Promotor1000","H3K9me2",0,-40,"Intermediate Expression","clusteredNLRs_Leaf"
"444","Promotor1000","H3K27me3",0,-40,"Intermediate Expression","clusteredNLRs_Leaf"
"445","Promotor1000","H2A-Z",0,-40,"Intermediate Expression","clusteredNLRs_Leaf"
"446","Promotor1000","H2AK121ub",0,-40,"Intermediate Expression","clusteredNLRs_Leaf"
"447","Promotor1000","H3ac",0,-40,"Intermediate Expression","clusteredNLRs_Leaf"
"448","Promotor1000","H3K4me3",0,-40,"Intermediate Expression","clusteredNLRs_Leaf"
"449","Promotor1000","H3K36me3",0,-40,"Intermediate Expression","clusteredNLRs_Leaf"
"450","Promotor1000","H3K27ac",100,-40,"Intermediate Expression","clusteredNLRs_Leaf"
"451","Promotor1000","H4K5ac",0,-40,"Intermediate Expression","clusteredNLRs_Leaf"
"452","Promotor1000","H4K8ac",0,-40,"Intermediate Expression","clusteredNLRs_Leaf"
"453","Promotor1000","H3-1",0,-40,"Intermediate Expression","clusteredNLRs_Leaf"
"454","Promotor1000","H3K9ac",100,-40,"Intermediate Expression","clusteredNLRs_Leaf"
"455","Promotor1000","H4K12ac",0,-40,"Intermediate Expression","clusteredNLRs_Leaf"
"456","Promotor1000","H3K27me1",0,-40,"Intermediate Expression","clusteredNLRs_Leaf"
"457","Promotor1000","H4K16ac",0,-40,"Intermediate Expression","clusteredNLRs_Leaf"
"458","Promotor1000","H3K14ac",100,-40,"Intermediate Expression","clusteredNLRs_Leaf"
"459","Promotor1000","H2A",0,-40,"Intermediate Expression","clusteredNLRs_Leaf"
"460","Promotor1000","H3",0,-40,"Intermediate Expression","clusteredNLRs_Leaf"
"461","Promotor1000","H2A-X",0,-40,"Intermediate Expression","clusteredNLRs_Leaf"
"462","Promotor1000","H3K18ac",0,-40,"Intermediate Expression","clusteredNLRs_Leaf"
"463","Promotor500","H3-3",0,-20,"Intermediate Expression","clusteredNLRs_Leaf"
"464","Promotor500","H3K9me2",0,-20,"Intermediate Expression","clusteredNLRs_Leaf"
"465","Promotor500","H3K27me3",100,-20,"Intermediate Expression","clusteredNLRs_Leaf"
"466","Promotor500","H2A-Z",100,-20,"Intermediate Expression","clusteredNLRs_Leaf"
"467","Promotor500","H2AK121ub",100,-20,"Intermediate Expression","clusteredNLRs_Leaf"
"468","Promotor500","H3ac",0,-20,"Intermediate Expression","clusteredNLRs_Leaf"
"469","Promotor500","H3K4me3",100,-20,"Intermediate Expression","clusteredNLRs_Leaf"
"470","Promotor500","H3K36me3",0,-20,"Intermediate Expression","clusteredNLRs_Leaf"
"471","Promotor500","H3K27ac",0,-20,"Intermediate Expression","clusteredNLRs_Leaf"
"472","Promotor500","H4K5ac",0,-20,"Intermediate Expression","clusteredNLRs_Leaf"
"473","Promotor500","H4K8ac",0,-20,"Intermediate Expression","clusteredNLRs_Leaf"
"474","Promotor500","H3-1",100,-20,"Intermediate Expression","clusteredNLRs_Leaf"
"475","Promotor500","H3K9ac",100,-20,"Intermediate Expression","clusteredNLRs_Leaf"
"476","Promotor500","H4K12ac",0,-20,"Intermediate Expression","clusteredNLRs_Leaf"
"477","Promotor500","H3K27me1",0,-20,"Intermediate Expression","clusteredNLRs_Leaf"
"478","Promotor500","H4K16ac",0,-20,"Intermediate Expression","clusteredNLRs_Leaf"
"479","Promotor500","H3K14ac",0,-20,"Intermediate Expression","clusteredNLRs_Leaf"
"480","Promotor500","H2A",0,-20,"Intermediate Expression","clusteredNLRs_Leaf"
"481","Promotor500","H3",0,-20,"Intermediate Expression","clusteredNLRs_Leaf"
"482","Promotor500","H2A-X",0,-20,"Intermediate Expression","clusteredNLRs_Leaf"
"483","Promotor500","H3K18ac",0,-20,"Intermediate Expression","clusteredNLRs_Leaf"
"484","Gene20","H3-3",100,20,"Intermediate Expression","clusteredNLRs_Leaf"
"485","Gene20","H3K9me2",0,20,"Intermediate Expression","clusteredNLRs_Leaf"
"486","Gene20","H3K27me3",100,20,"Intermediate Expression","clusteredNLRs_Leaf"
"487","Gene20","H2A-Z",100,20,"Intermediate Expression","clusteredNLRs_Leaf"
"488","Gene20","H2AK121ub",100,20,"Intermediate Expression","clusteredNLRs_Leaf"
"489","Gene20","H3ac",0,20,"Intermediate Expression","clusteredNLRs_Leaf"
"490","Gene20","H3K4me3",100,20,"Intermediate Expression","clusteredNLRs_Leaf"
"491","Gene20","H3K36me3",100,20,"Intermediate Expression","clusteredNLRs_Leaf"
"492","Gene20","H3K27ac",100,20,"Intermediate Expression","clusteredNLRs_Leaf"
"493","Gene20","H4K5ac",0,20,"Intermediate Expression","clusteredNLRs_Leaf"
"494","Gene20","H4K8ac",100,20,"Intermediate Expression","clusteredNLRs_Leaf"
"495","Gene20","H3-1",100,20,"Intermediate Expression","clusteredNLRs_Leaf"
"496","Gene20","H3K9ac",100,20,"Intermediate Expression","clusteredNLRs_Leaf"
"497","Gene20","H4K12ac",100,20,"Intermediate Expression","clusteredNLRs_Leaf"
"498","Gene20","H3K27me1",0,20,"Intermediate Expression","clusteredNLRs_Leaf"
"499","Gene20","H4K16ac",100,20,"Intermediate Expression","clusteredNLRs_Leaf"
"500","Gene20","H3K14ac",0,20,"Intermediate Expression","clusteredNLRs_Leaf"
"501","Gene20","H2A",100,20,"Intermediate Expression","clusteredNLRs_Leaf"
"502","Gene20","H3",100,20,"Intermediate Expression","clusteredNLRs_Leaf"
"503","Gene20","H2A-X",0,20,"Intermediate Expression","clusteredNLRs_Leaf"
"504","Gene20","H3K18ac",100,20,"Intermediate Expression","clusteredNLRs_Leaf"
"505","Gene40","H3-3",100,40,"Intermediate Expression","clusteredNLRs_Leaf"
"506","Gene40","H3K9me2",0,40,"Intermediate Expression","clusteredNLRs_Leaf"
"507","Gene40","H3K27me3",100,40,"Intermediate Expression","clusteredNLRs_Leaf"
"508","Gene40","H2A-Z",100,40,"Intermediate Expression","clusteredNLRs_Leaf"
"509","Gene40","H2AK121ub",100,40,"Intermediate Expression","clusteredNLRs_Leaf"
"510","Gene40","H3ac",0,40,"Intermediate Expression","clusteredNLRs_Leaf"
"511","Gene40","H3K4me3",100,40,"Intermediate Expression","clusteredNLRs_Leaf"
"512","Gene40","H3K36me3",100,40,"Intermediate Expression","clusteredNLRs_Leaf"
"513","Gene40","H3K27ac",100,40,"Intermediate Expression","clusteredNLRs_Leaf"
"514","Gene40","H4K5ac",0,40,"Intermediate Expression","clusteredNLRs_Leaf"
"515","Gene40","H4K8ac",0,40,"Intermediate Expression","clusteredNLRs_Leaf"
"516","Gene40","H3-1",100,40,"Intermediate Expression","clusteredNLRs_Leaf"
"517","Gene40","H3K9ac",100,40,"Intermediate Expression","clusteredNLRs_Leaf"
"518","Gene40","H4K12ac",0,40,"Intermediate Expression","clusteredNLRs_Leaf"
"519","Gene40","H3K27me1",100,40,"Intermediate Expression","clusteredNLRs_Leaf"
"520","Gene40","H4K16ac",0,40,"Intermediate Expression","clusteredNLRs_Leaf"
"521","Gene40","H3K14ac",0,40,"Intermediate Expression","clusteredNLRs_Leaf"
"522","Gene40","H2A",100,40,"Intermediate Expression","clusteredNLRs_Leaf"
"523","Gene40","H3",100,40,"Intermediate Expression","clusteredNLRs_Leaf"
"524","Gene40","H2A-X",100,40,"Intermediate Expression","clusteredNLRs_Leaf"
"525","Gene40","H3K18ac",0,40,"Intermediate Expression","clusteredNLRs_Leaf"
"526","Gene60","H3-3",100,60,"Intermediate Expression","clusteredNLRs_Leaf"
"527","Gene60","H3K9me2",0,60,"Intermediate Expression","clusteredNLRs_Leaf"
"528","Gene60","H3K27me3",100,60,"Intermediate Expression","clusteredNLRs_Leaf"
"529","Gene60","H2A-Z",100,60,"Intermediate Expression","clusteredNLRs_Leaf"
"530","Gene60","H2AK121ub",100,60,"Intermediate Expression","clusteredNLRs_Leaf"
"531","Gene60","H3ac",0,60,"Intermediate Expression","clusteredNLRs_Leaf"
"532","Gene60","H3K4me3",100,60,"Intermediate Expression","clusteredNLRs_Leaf"
"533","Gene60","H3K36me3",100,60,"Intermediate Expression","clusteredNLRs_Leaf"
"534","Gene60","H3K27ac",0,60,"Intermediate Expression","clusteredNLRs_Leaf"
"535","Gene60","H4K5ac",0,60,"Intermediate Expression","clusteredNLRs_Leaf"
"536","Gene60","H4K8ac",0,60,"Intermediate Expression","clusteredNLRs_Leaf"
"537","Gene60","H3-1",0,60,"Intermediate Expression","clusteredNLRs_Leaf"
"538","Gene60","H3K9ac",0,60,"Intermediate Expression","clusteredNLRs_Leaf"
"539","Gene60","H4K12ac",0,60,"Intermediate Expression","clusteredNLRs_Leaf"
"540","Gene60","H3K27me1",0,60,"Intermediate Expression","clusteredNLRs_Leaf"
"541","Gene60","H4K16ac",0,60,"Intermediate Expression","clusteredNLRs_Leaf"
"542","Gene60","H3K14ac",0,60,"Intermediate Expression","clusteredNLRs_Leaf"
"543","Gene60","H2A",100,60,"Intermediate Expression","clusteredNLRs_Leaf"
"544","Gene60","H3",100,60,"Intermediate Expression","clusteredNLRs_Leaf"
"545","Gene60","H2A-X",100,60,"Intermediate Expression","clusteredNLRs_Leaf"
"546","Gene60","H3K18ac",0,60,"Intermediate Expression","clusteredNLRs_Leaf"
"547","Gene80","H3-3",0,80,"Intermediate Expression","clusteredNLRs_Leaf"
